text,class
Ciao @lottavanana il terremoto ha fatto danni lì?,no damage
Altra scossa di #terremoto a #Vicenza sará difficile tornare a sognare,no damage
E siamo alla terza scossa #terremoto,no damage
altra scossa 5.03,no damage
nuova scossa di pochi secondi alle 5.03 treviso,no damage
Allora caro il mio lettose stai fermo vorrei riprendere a dormire #terremoto #notte,not relevant
Sapete che vi dico?? Sta iniziando ad annoiarmi sto #terremoto,not relevant
“@ansa_it: Alluvione Sardegna: bilancio 16 morti https://t.co/G0YvLGikmg” #allertameteoSAR #Sardegna,damage
Io rimango fuori di casa tutto il giorno.. #terremoto,no damage
Staff: ottimo le 5 di notte nuova scossa!una scossa all'ora e chi dorme piu?....,no damage
Altra scossa. Bene. #terremoto #cremona,no damage
Io sento dondolare ancora. Ma vai a capire se è suggestione. #terremoto #cremona,no damage
ancora scossa a Venezia,no damage
altra scossa #nonsidorme,no damage
oddio4 morti.e uno squarcio enorme nel municipio di sant'agostino. #terremoto,damage
c'è stato un altro morto durante l'ultima scossa a quanto leggooddio. #terremoto,damage
É impossibile riaddormentarsi. #terremoto,no damage
Le vittime all'Aquila nel 2009 hanno visto la morte in faccia. #terremoto,not relevant
E ancora delle scosse ci sono. #terremoto,no damage
Che Dio la mandi buonasperiamo solo danni e niente vittime. #terremoto,no damage
Altra scossa #terremoto,no damage
#terremoto Almeno non sono morte tante persone! :O D:,damage
Di nuovo di nuovo!!! #terremoto,no damage
Cosa sta succedendo a Bologna? E' stato forte il terremoto?,not relevant
SONO IN MACCHINA. CE NE È APPENA STATA UN'ALTRA. #terremoto #bologna,no damage
stiamo andando al baralmeno sto piú tranquilla che in casa.  #terremoto #bologna,no damage
inizia a piovere beeellaaa #terremoto #bologna,no damage
danni e un morto. #terremoto,damage
MALTEMPO #CICLONECLEOPATRA COLPISCE #SARDEGNA: 14 MORTI #ForzaSardegna #Olbia #allertameteoSAR #ciclone #maltempo http://t.co/57MXAuiaWV,damage
Altra scossa!! Nn ci vogliono far dormire.. :(((,no damage
e si sentono ancora le ambulanze passare.. mamma mia!!! #terremoto ,not relevant
4 morti e oltre 40 feriti #terremoto,damage
Ancora a milano #terremoto,no damage
Non lascerei Milano anche per questo. #terremoto,not relevant
#terremoto qualcuno mi può dire se ha fatto danni anche a #Rimini? #perpiacere.,no damage
Attacco di panico causa #terremoto !,no damage
Un altra scossa?! #terremoto,no damage
Oddio c'è stata un'altra scossa? Se stavo al posto vostro sarei morta di paura.,no damage
Altra scossa!!? O sn paZzo? Cazzo voglio dormireeeeereeer,not relevant
Ancora un'altra scossa #Bergamo #terremoto,no damage
Ce mancava. solo il Terremoto,not relevant
Altro scossone!! #terremoto #Modena,no damage
E ancora dicono lievi danni #terremoto #chiesa di #sanfelice http://t.co/34izt2r5,damage
Quindi ero l'unico sveglio intento a cullare mia figlia? #terremoto,not relevant
Poi decidi di dormire e arriva un altro #terremoto #wtf,no damage
Terremoto in Emilia: 6 morti e 50 feriti.VI SIAMO VICINI ♥,damage
Stanotte verso le 4 c'è stata una scossa di terremoto. Sono morta di paura.,no damage
Una bella scossa ma niente danni. #terremoto #bologna però strana sensazione. O_o,no damage
Altra scossa di assestamento...,no damage
sinceramente avrei preferito emozioni di altro tipo #terremoto,no damage
#terremoto avvertito anche a #firenze,no damage
#Milano terzo piano scossa di #terremoto forte da svegliarci nessun danno.,no damage
Milano terzo piano appena avvertita un'altra piccola scossa di #terremoto.,no damage
Cazzo che terremoto,no damage
Ma il terremoto ci sono stati feriti o morti? Informatemi che sono appena sveglia :o,no damage
forte scossa avvertita a milano alle 4:02,no damage
altra scossa prolungata avveertita a milano  alle 5:04,no damage
#terremoto Milano contiua a tremare,no damage
#terremoto altra scossa avvertita,no damage
Verona.. altra scossa di #terremoto,no damage
Altra lieve scossa!,no damage
Oddio ancora...Nono basta basta..terremoto ancora..oddio mi cago,no damage
#terremoto terza scossami sa che mo vado a dormire in taverna cazzo.,no damage
#Terremoto #emilia i primi 4 morti sono lavoratori...,damage
crollati libri dalla mia libreria x la forte scossa,damage
Terremoto?! Oddio mi dispiace davvero cwc spero non abbia fatto danni ://,no damage
6  MORTI E 50 FERITI. :( Speriamo che non ci siano altre vittime. #terremoto,damage
bomba/scuola/morteterremoto/crolli/morteSiamo un Paese fragile...troppo fragile...,not relevant
Scossa Molto ma molto più breve maSentita. #terremoto,no damage
#terremoto in Emilia ... 5 morti e numerosi feriti!,damage
A Parma avvertita nuova piccola scossa. #terremoto,no damage
Altra scossa ....,no damage
#terremoto un'altra scossa in questo momento!!!!!!!!!,no damage
Questo paese da sempre più l'idea di volercisi scrollare di dosso #terremoto,not relevant
Terza. #terremoto. Per stanotte non si dorme più.,no damage
#terremoto nuova scossa Mantova meno forte,no damage
Carpi (Mo) Tutti in strada magnetudo circa 6. Ora altra scossa,no damage
Si balla ancora....  #Terremoto .. Molte scosse di assestamento,no damage
Il Maltempo fa strage in Sardegna: già 14 morti e alcuni dispersi #AllertameteoSAR - http://t.co/PBppwbllrj #news #italia,damage
ho saputo del terremoto di oggi sapete se ci sono stati feriti? stanno tutti bene?,no damage
Noooo un'altra scossa a firenze,no damage
#terremoto eddai era solo una scossa...Daaaa tutti fuoriiiii!!!!!!!!!!!!!!!!,no damage
#Terremoto? E non sentire un cazzo. Potere della vodka. #male,no damage
vado a letto senza aver sentito il terremoto... #sfigato,not relevant
Solidarietà alle vittime e ai feriti del terremoto in Emilia,damage
#Terremoto in Emilia-Romagna un minuto di silenzio per tutte le persone morte! :(,damage
Basta. Mi faccio il caffè. Non dormo più! #terremoto,no damage
@SkyTg24 finalmente all'opera. #terremoto,not relevant
Ragazzi altro giro!! Questa più piccola ma il letto si è mosso!! #terremoto #Milano,no damage
#terremoto 2 num. tel. 0532-771546 e 0532-771585 per segnalare emergenze/danni,no damage
ora però tremo io!! #terremoto,not relevant
Diretta #terremoto a rai2!!! é crollato il palazzo in direttaaa!!,damage
...e se il #terremoto fa crollare la casa di #Bossi chi gliela ristruttura????,no damage
#terremoto continue piccole scosse di assestamento sentite anche a trento,no damage
Sant'Alberto in Casale una donna morta per lo shock dal terremoto.,damage
5:03 nuova scossa di terremoto sentita a Mestre,no damage
Ciclone Cleopatra: sono nove i morti in Sardegna #allertameteoSAR,damage
Hanno ritrovato il ragazzo disperso con il suo bambino??#allertameteoSAR,not relevant
#Terremoto! Altra scossa,no damage
terza scossa #terremoto lieve ma non finisce più..,no damage
#terremoto a Ferrara un morto in fabbrica?,damage
Mi chiedo cosa stia succedendo bombe crisi terremoto...,not relevant
Altra scossa ore 05.10 circa ma po' leggera,no damage
Altro che telegiornali internet da le notizie in tempo reale! #terremoto,no damage
#terremoto sta facendo giorno ogni rumore che sento mi spaventa.,not relevant
#terremoto Altra scossa piuttosto forte ma più corta. Assestamento?,no damage
#Terremoto a Ravenna vigili del fuoco: "Al momento non sono stati segnalati danni".,no damage
"@lanuovasardegna: Nubifragio in Sardegna sale a sei il bilancio dei morti per il maltempo nell'isola #allertameteoSAR #sardegna",damage
12 vittime. Una ferita aperta. L'Italia deve e può rialzarsi. #allertameteoSAR #Sardegna #Olbia,damage
Terza scossa# terremoto,no damage
Raí news annuncia 6 morti #terremoto,damage
5 ancora i dispersi (skytg24) #allertameteoSAR,damage
Ragazzi ma le vittime quante sono? Ci sono stati molti crolli? #Terremoto,no damage
..... di nuovo leggera scossa,no damage
Ok non si dorme più... #terremotoaMilano #terremoto,not relevant
#allertameteoSAR EMERGENZA IN SARDEGNA 17 MORTI E MIGLIAIA DI SFOLLATI. IL GOVERNO STANZIA 20 MILIONI DI EURO http://t.co/fQRwcBpfID,damage
#terremoto mestre altra piccola scossa,no damage
Porca troia ho sonno #terremoto di merda,not relevant
#Terremoto vaffanculo! #Terremoto vaffanculo!,not relevant
Cappellacci che dà la notizia dei 14 morti è lo stesso che nel piano paesaggistico permette di costruire in riva al mare. #allertameteoSAR,damage
#allertameteoSAR  In #Uk tempesta del secolo: 1 morto. In #Sardegna bufera allarme rosso: 23 vittime (temporanee). #inadeguati,no damage
Io il terremoto di notte l'ho sentito! Tremendo niente danni qua per fortuna!,no damage
È il #terremoto o Twitter che tiene svegli?,not relevant
Di nuovo scossa di terremoto più lieve. Milano,no damage
Cordoglio per i morti e per le persone colpite dal terremoto.,damage
#terremoto  : nessun danno segnalato / rilevato. Epicentro nel modenese con ml 4.9,no damage
Mi piacerebbe che oltre alla conta dei morti si dicesse anche quanto incide l'abusivismo edilizio in questi casi #allertameteoSAR,damage
Adesso basta xo ha rotto il cazzo #terremoto,no damage
A Ravenna si balla ancora #terremoto,no damage
#terremoto altra scossa ora! #bologna,no damage
C'e' un perche' nel crollo di tutte queste chiese e campanili?! #terremoto,damage
Ancora. Nottata lunga. #terremoto #Milano,no damage
Che ansia. Persone di finale emilia rispondete vi prego. #terremoto,not relevant
Seconda scossa di #terremoto anche a verona...,no damage
#terremoto a nord Italia...l'Italia si sta ribellando più che gli italiani...,no damage
#terremoto non finisce :(,no damage
@rickbertuz ma cosa è rotto?? In casa??? #terremoto,not relevant
ben percepito nella zona di Novarasi ballavanessun danno ma spavento... #terremoto,no damage
Terremoto? Mah... Barcollavo già di mio.,not relevant
#terremoto qui a Milano si trema ancora,no damage
Ancora un colpetto di #terremoto anche a torino,no damage
Dio un'altra scossa.,no damage
Un minuto di silenzio per le persone che sono morte nel terremoto di questa notte.,damage
#Terremoto Rainews: crollate completamente due torri di Finale Emilia.,damage
Scossa di assestamento #Terremoto #Bologna,no damage
piccola scossa di assestamento,no damage
Eccone un'altra...e sti gran cazzi allora la giacca me la tengo! #terremoto,no damage
Terremoto! Tre morti nel ferrarese.,damage
#terremoto "sentito" via sms e ora chi dorme?,not relevant
#allertameteoSAR nove morti. Senza parole,damage
un'altra scossa forte #terremoto,no damage
Impossibile dormire... Scosse continue #terremoto,no damage
Venuto giù un pezzo di duomo #terremoto #mirandola,damage
Porca troia un'altra scossa! Dio ragazzi io muoio,no damage
Non ho ricordi di una cosa cosi #terremoto,no damage
continuano le scosse di assestamento.... shit #terremoto,no damage
Dio santo che terremoto!,not relevant
Un'altra piccola scossa a Milano!:(,no damage
altra scossa abbastanza forte di 5 secondi :oP,no damage
Ancora una scossa!,no damage
#terremoto. C'e appena stata un'altra forte scossa,no damage
#terremoto piccola scossa leggera ora... #novara,no damage
#terremoto si trema in Brianza ancora,no damage
Sono l'unico in Italia che non ha sentito il #terremoto?,not relevant
#terremoto altra scossa a treviso,no damage
Sta scossa è stata ancora peggio. Ho tutti i libri spostati sulle mensole..,not relevant
Ma che cavolo!  E basta con sto terremoto!,no damage
#terremoto del piffero.. E chi dorme più ora?!?!?!,not relevant
#terremoto ho capito che twitter e fb non sono cosi inutili. Altro che news 24h,not relevant
Anche a padova ...qui ne abbiamo sentite tre.la prima fortissima #terremoto,no damage
Nuova piccola scossa #terremoto,no damage
Altra scossa avvertita a Mantova,no damage
#terremoto a Mirabello di #Ferrara crollata la facciata della chiesa,damage
E anche la seconda e' andata... #terremoto,no damage
#terremoto un morto a Bondeno... Nel capannone crollato e due feriti a Sant'Agostino,damage
Morta di #terremoto a 103 anni..nel ferrarese,damage
Arrivano le prime foto e le notizie dei danni...porca miseria!!!!  #terremoto,damage
#terremoto fortissimo in emilia... Che paura,no damage
#terremoto nuova scossa a Milano - difficile riaddormentarsi,no damage
Zio assestamento stanotte non si dorme più!! #terremoto,no damage
Altra scossa.,no damage
ancora terremoto?,no damage
A quanto la scossa di terremoto delle 5?? Nessuno lo sa? Sentita anche a Vicenza,no damage
Primo terremoto della mia vita #terremoto,no damage
Un pensiero agli operai morti stanotte a causa del terremoto....,damage
#Terremoto Ancora una scossa qui a Milano,no damage
se fosse risuccesso qua credo che sarei morta completamente di infarto... #terremoto,not relevant
#terremoto altra scossa,no damage
Vedi che faccio bene a tenere le scarpe cazzarola...#terremoto #terremotoravenna,no damage
Altra scossa un pò più debole ma si è sentita. #terremoto,no damage
Terremoto 5.9 a Reggio Emilia gente x strada.! Nella bassa modenese danni..,damage
Un altro #terremoto Che spettacolo...,no damage
17 morti in Sardegna e moltissimi sfollati: in ritardo i nostri politici si accorgono della gravità della situazione #allertameteoSAR,damage
18 morti 2737 sfollati: nessuno ha sentito il bisognoieri sera di interrompere le trasmissioni x documentare l'alluvione #allertameteoSAR,no damage
Cupolino torre del castello di Ferrara parzialmente crollato. #terremoto,damage
Altra scossa ... Rovigo,no damage
altra scossa,no damage
Di nuovo. Piu lieve. A ogni scossa il gallo comincia a cantare. #terremoto #cremona,no damage
#allertameteoSAR tutta la #sardegna messa in ginocchio da #cleopatra con morti e danni ma i tg nazionali nemmeno ne parlano,damage
Anche a Vicenza altra piccola scossa #terremoto,no damage
#terremoto Altra scossa a lecco,no damage
“@giuIysua: Raffaele Bigi: metto a disposizione GRATUITAMENTE il mio B&amp;B10 posti letto via Dannunzio 92 Tel 331 2095889#allertameteoSAR”,no damage
Bilancio vittime spetta alle prefetture ma situazione grave e notizie altri dispersi #vigilidelfuoco #lineanotte #allertameteoSAR,damage
#terremoto Altra scossa... meno forte di prima ma non proprio trascurabile...,no damage
altra scossa di #terremoto,no damage
#terremoto altra scossa a lodi,no damage
la terra trema ancora qui in Toscana #terremoto,no damage
@terremoto scosse di assestamento #vicenza,no damage
@rbteamvi che scossa !!!!!!,not relevant
Altro giro altro regalo #terremoto,not relevant
Non dimenticate di aggiornare lo status prima che finisca il terremoto...,not relevant
Altra scossa 5.05!!!!,no damage
Altra scossa,no damage
#Sardegna trovato vivo un disperso.#ForzaSardegna #allertameteoSAR,no damage
Per me quando succede una catastrofe viene ferito il Paese intero non un singola Regione!#allertameteoSAR #ForzaSardegna,no damage
E allora!? Non si dorme stanotte. Altra scossa. #terremoto,no damage
Un¹altra piccola scossa :(,no damage
#terremoto un'altra piccolina adesso in provincia di Ravenna. Dormire?,no damage
#terremoto e sonno interrotto...,no damage
#terremoto Ancora si trema... #Padova,no damage
Non riesco più a dormire paura :( #terremoto,no damage
Il #terremoto si chiama Cris Liebing,not relevant
Stavolta metto le scarpe ed esco ragazzi #terremoto,not relevant
...no casso si è rotta la cornice con l'autografo di Laura #terremoto,damage
Alcune foto dei danni causati dal #terremoto fanno impressione. #sapevatelo,damage
Terremoto: un morto a Bondeno in provincia di Ferrara,damage
#Terremoto #Bologna il lampadario continua a ballare!!!,no damage
#terremoto ore 5.04 altra scossa a Verona stimo 4 gradi richter a spanne,no damage
E basta cazzo #terremoto,no damage
Ragazzi x favore mi aggiornate su Padova #terremoto,not relevant
Una crepa nel cuore #Ferrara #terremoto santa maria in vado http://t.co/sHZQtYJf,damage
Ora l'ho sentita #terremoto,no damage
i miei quadri sono ancora appesi al muro! #terremoto http://t.co/cTWN8K2Y,no damage
Morta di paura per il #terremoto :S,no damage
