Loading data...
{'sympathy_and_emotional_support': 0, 'not_related_or_irrelevant': 1, 'infrastructure_and_utilities_damage': 2, 'other_useful_information': 3, 'injured_or_dead_people': 4, 'caution_and_advice': 5, 'displaced_people_and_evacuations': 6, 'donation_needs_or_offers_or_volunteering_services': 7, 'missing_trapped_or_found_people': 8}
Max Document length: 2407
Vocabulary Size: 1
Train/Dev split: 9226/1025
Writing to /home/ubuntu/Project/runs/1550606084

2019-02-19T19:54:46.199786: step 1, loss 10.4362, accuracy 0.125, precision [0.0, 1.0, 0.0, 0.1111111111111111, nan, 0.0, nan, 0.0, nan], recall [nan, 0.25, nan, 0.3333333333333333, 0.0, nan, 0.0, 0.0, 0.0]
2019-02-19T19:56:02.549873: step 464, loss 1.73841, accuracy 0.25, precision [0.0, 0.0, 0.0, 1.0, 0.0, nan, nan, nan, nan], recall [0.0, nan, nan, 0.3076923076923077, 0.0, nan, nan, 0.0, nan]
2019-02-19T19:56:02.697299: step 465, loss 1.76369, accuracy 0.4375, precision [nan, 0.0, 0.0, 0.8571428571428571, 0.3333333333333333, 0.0, nan, 0.0, 0.0], recall [0.0, nan, nan, 0.6, 0.2, nan, nan, nan, nan]
2019-02-19T19:56:02.853272: step 466, loss 2.09135, accuracy 0.1875, precision [0.3333333333333333, 0.0, nan, 0.3333333333333333, 0.0, nan, 0.0, 0.0, 0.0], recall [0.3333333333333333, 0.0, nan, 0.2222222222222222, 0.0, nan, nan, nan, nan]
2019-02-19T19:56:03.001810: step 467, loss 1.90166, accuracy 0.4375, precision [0.0, 0.5, 0.0, 1.0, 0.5, nan, nan, 0.0, nan], recall [0.0, 1.0, nan, 0.4, 1.0, nan, nan, nan, nan]
2019-02-19T19:56:03.151756: step 468, loss 1.62, accuracy 0.375, precision [0.0, 0.5, 0.0, 0.7142857142857143, 0.0, nan, nan, 0.0, nan], recall [nan, 0.5, 0.0, 0.4166666666666667, 0.0, nan, nan, nan, nan]
2019-02-19T19:56:03.303416: step 469, loss 1.86272, accuracy 0.375, precision [0.0, 0.16666666666666666, 0.0, 0.8333333333333334, nan, nan, nan, 0.0, 0.0], recall [nan, 1.0, nan, 0.35714285714285715, 0.0, nan, nan, nan, nan]
2019-02-19T19:56:03.454500: step 470, loss 1.8368, accuracy 0.25, precision [0.0, 0.2, 0.0, 0.6, 0.0, nan, nan, 0.0, nan], recall [0.0, 0.5, nan, 0.3, 0.0, nan, nan, nan, nan]
2019-02-19T19:56:03.608071: step 471, loss 1.50639, accuracy 0.5, precision [0.0, 0.8, nan, 0.8, 0.0, 0.0, nan, 0.0, nan], recall [nan, 0.6666666666666666, nan, 0.4, nan, nan, nan, nan, nan]
2019-02-19T19:56:03.763627: step 472, loss 1.86329, accuracy 0.3125, precision [0.0, 0.5, 0.0, 0.6666666666666666, 0.0, 0.0, 0.0, 0.0, nan], recall [nan, 0.25, nan, 0.36363636363636365, 0.0, nan, nan, nan, nan]
2019-02-19T19:56:03.914225: step 473, loss 1.92624, accuracy 0.25, precision [0.0, 1.0, 0.0, 0.6666666666666666, 0.0, 0.0, nan, 0.0, nan], recall [nan, 0.5, nan, 0.2, 0.0, nan, nan, nan, nan]
2019-02-19T19:56:04.065310: step 474, loss 1.72392, accuracy 0.3125, precision [nan, 0.0, 0.0, 1.0, 0.3333333333333333, nan, nan, 0.0, nan], recall [0.0, 0.0, nan, 0.5, 0.5, nan, nan, nan, nan]
2019-02-19T19:56:04.212756: step 475, loss 2.16151, accuracy 0.1875, precision [nan, 0.25, 0.0, 0.25, 1.0, 0.0, 0.0, nan, nan], recall [0.0, 0.5, nan, 0.125, 0.3333333333333333, nan, nan, 0.0, nan]
2019-02-19T19:56:04.365071: step 476, loss 1.88674, accuracy 0.375, precision [nan, 0.5, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0], recall [nan, 0.25, nan, 0.4166666666666667, nan, nan, nan, nan, nan]
2019-02-19T19:56:04.519022: step 477, loss 2.62818, accuracy 0.125, precision [0.0, 0.5, nan, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], recall [nan, 0.3333333333333333, nan, 0.0, nan, nan, nan, 0.0, nan]
2019-02-19T19:56:04.671165: step 478, loss 1.85998, accuracy 0.3125, precision [nan, 0.6666666666666666, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, nan], recall [nan, 0.4, nan, 0.3, nan, nan, nan, 0.0, nan]
2019-02-19T19:56:04.820734: step 479, loss 2.42914, accuracy 0.1875, precision [0.0, 0.5, 0.0, 0.5, 0.0, nan, 0.0, 0.0, nan], recall [nan, 0.2, nan, 0.2, 0.0, nan, nan, nan, nan]
2019-02-19T19:56:04.970400: step 480, loss 2.00187, accuracy 0.1875, precision [nan, 0.5, 0.0, 0.6666666666666666, 0.0, 0.0, 0.0, 0.0, nan], recall [nan, 0.2, nan, 0.18181818181818182, nan, nan, nan, nan, nan]
2019-02-19T19:56:05.118219: step 481, loss 1.50942, accuracy 0.5625, precision [1.0, nan, 0.0, 0.8571428571428571, 0.0, 0.0, nan, 0.6666666666666666, nan], recall [1.0, 0.0, nan, 0.5454545454545454, 0.0, nan, nan, 1.0, nan]
2019-02-19T19:56:05.271243: step 482, loss 2.14874, accuracy 0.125, precision [0.0, nan, 0.0, 0.4, 0.0, nan, nan, 0.0, 0.0], recall [nan, 0.0, nan, 0.2222222222222222, nan, nan, nan, 0.0, nan]
2019-02-19T19:56:05.425813: step 483, loss 2.11471, accuracy 0.3125, precision [0.5, 0.3333333333333333, 0.0, 1.0, 0.0, 0.0, nan, 0.25, nan], recall [1.0, 0.3333333333333333, nan, 0.2, nan, nan, nan, 0.5, nan]
2019-02-19T19:56:05.575588: step 484, loss 2.229, accuracy 0.25, precision [0.0, 0.3333333333333333, 0.0, 0.75, 0.0, 0.0, nan, 0.0, nan], recall [nan, 0.2, nan, 0.3333333333333333, nan, nan, nan, 0.0, nan]
2019-02-19T19:56:05.726647: step 485, loss 2.06913, accuracy 0.125, precision [0.0, 0.25, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, nan], recall [0.0, 0.5, nan, 0.1111111111111111, 0.0, nan, nan, 0.0, nan]
2019-02-19T19:56:05.872389: step 486, loss 1.93371, accuracy 0.1875, precision [nan, 0.25, 0.0, 1.0, 0.0, 0.0, nan, 0.0, 0.0], recall [nan, 1.0, nan, 0.13333333333333333, nan, nan, nan, nan, nan]
2019-02-19T19:56:06.024455: step 487, loss 1.87111, accuracy 0.4375, precision [0.0, 0.6666666666666666, nan, 1.0, 0.0, 0.0, nan, 0.0, nan], recall [0.0, 0.5, nan, 0.45454545454545453, nan, nan, nan, nan, nan]
2019-02-19T19:56:06.178347: step 488, loss 1.65199, accuracy 0.3125, precision [0.0, 1.0, 0.0, 0.6, 0.0, nan, 0.0, 0.0, nan], recall [nan, 0.3333333333333333, nan, 0.3, nan, nan, nan, nan, nan]
2019-02-19T19:56:06.329137: step 489, loss 1.45709, accuracy 0.5625, precision [0.0, 0.3333333333333333, nan, 0.8888888888888888, 0.0, nan, 0.0, nan, nan], recall [nan, 0.5, nan, 0.6153846153846154, 0.0, nan, nan, nan, nan]
2019-02-19T19:56:06.479021: step 490, loss 2.03965, accuracy 0.375, precision [nan, 1.0, 0.0, 0.625, 0.0, 0.0, nan, 0.0, 0.0], recall [nan, 0.5, nan, 0.4166666666666667, nan, nan, nan, 0.0, nan]
2019-02-19T19:56:06.631816: step 491, loss 2.2629, accuracy 0.0625, precision [0.0, 1.0, 0.0, 0.0, 0.0, nan, 0.0, 0.0, 0.0], recall [0.0, 0.2, nan, 0.0, nan, nan, nan, 0.0, nan]
2019-02-19T19:56:06.782102: step 492, loss 2.17701, accuracy 0.375, precision [nan, 1.0, 0.0, 0.5, 0.2, nan, 0.0, nan, nan], recall [nan, 0.4, nan, 0.375, 0.5, nan, nan, 0.0, nan]
2019-02-19T19:56:06.936468: step 493, loss 1.73513, accuracy 0.5, precision [0.0, 0.0, 0.0, 0.8, nan, nan, nan, nan, 0.0], recall [nan, 0.0, nan, 0.6666666666666666, 0.0, nan, nan, nan, nan]
2019-02-19T19:56:07.086445: step 494, loss 2.03706, accuracy 0.25, precision [0.0, 0.25, 0.0, 1.0, 0.2, nan, nan, 0.0, nan], recall [nan, 0.3333333333333333, nan, 0.18181818181818182, 0.5, nan, nan, nan, nan]
2019-02-19T19:56:07.238986: step 495, loss 1.79069, accuracy 0.25, precision [0.0, 1.0, 0.0, 0.75, 0.0, nan, nan, 0.0, nan], recall [nan, 0.3333333333333333, nan, 0.25, 0.0, nan, nan, nan, nan]
2019-02-19T19:56:07.395869: step 496, loss 2.17942, accuracy 0.125, precision [nan, 0.2, 0.0, 0.3333333333333333, 0.0, nan, 0.0, 0.0, nan], recall [nan, 0.3333333333333333, nan, 0.1111111111111111, 0.0, nan, nan, 0.0, nan]
2019-02-19T19:56:07.551557: step 497, loss 2.15677, accuracy 0.125, precision [0.0, 0.0, nan, 0.0, 0.5, 0.0, 0.0, 0.3333333333333333, 0.0], recall [nan, 0.0, nan, 0.0, 0.25, nan, nan, 0.5, nan]
2019-02-19T19:56:07.698315: step 498, loss 1.71625, accuracy 0.5, precision [0.0, 0.5, nan, 1.0, 0.3333333333333333, 0.0, 0.0, 0.0, nan], recall [nan, 0.5, nan, 0.5, 1.0, nan, nan, 0.0, nan]
2019-02-19T19:56:07.843012: step 499, loss 1.97339, accuracy 0.25, precision [0.0, nan, nan, 0.8, 0.0, 0.0, nan, 0.0, nan], recall [nan, 0.0, nan, 0.3076923076923077, nan, nan, nan, 0.0, nan]
2019-02-19T19:56:07.990765: step 500, loss 1.9368, accuracy 0.25, precision [0.0, 0.5, 0.0, 0.75, 0.0, 0.0, nan, 0.0, nan], recall [nan, 0.25, nan, 0.3, 0.0, nan, nan, nan, nan]

Evaluation:
[[  6  28   0  47   4   0   0   4   0]
 [  0  46   0  94   3   0   0   1   0]
 [  0   1   0  84   2   0   0   0   0]
 [  1  25   0 312   7   0   0   0   0]
 [  0   6   0 138  20   0   0   0   0]
 [  0   2   0  48   3   0   0   0   0]
 [  0   0   0  22   0   0   0   0   0]
 [  1  15   0  81   3   0   0   3   0]
 [  0   3   0  15   0   0   0   0   0]]
2019-02-19T19:56:10.425527: step 500, loss 1.81216, accuracy 0.377561, precision [0.06741573033707865, 0.3194444444444444, 0.0, 0.9043478260869565, 0.12195121951219512, 0.0, 0.0, 0.02912621359223301, 0.0], recall [0.75, 0.36507936507936506, nan, 0.37098692033293695, 0.47619047619047616, nan, nan, 0.375, nan]

Saved model checkpoint to /home/ubuntu/Project/runs/1550606084/checkpoints/model-500

2019-02-19T19:56:10.649215: step 501, loss 2.00066, accuracy 0.1875, precision [0.0, 0.5, 0.0, 1.0, 0.0, 0.0, nan, 0.0, nan], recall [nan, 1.0, nan, 0.15384615384615385, 0.0, nan, nan, 0.0, nan]
2019-02-19T19:56:10.796202: step 502, loss 2.23759, accuracy 0.125, precision [0.0, 0.0, 0.0, 0.6666666666666666, nan, 0.0, 0.0, 0.0, nan], recall [nan, nan, nan, 0.16666666666666666, 0.0, nan, nan, nan, nan]
2019-02-19T19:56:10.945652: step 503, loss 2.10597, accuracy 0.1875, precision [0.0, 0.0, 0.0, 0.0, 0.6, nan, nan, nan, nan], recall [nan, 0.0, nan, 0.0, 0.5, nan, nan, 0.0, nan]
2019-02-19T19:56:11.107171: step 504, loss 1.84094, accuracy 0.4375, precision [0.0, 1.0, 0.0, 0.6666666666666666, 0.0, 0.0, 0.0, nan, nan], recall [nan, 0.625, nan, 0.3333333333333333, 0.0, nan, nan, 0.0, nan]
2019-02-19T19:56:11.256906: step 505, loss 1.89396, accuracy 0.25, precision [0.0, 0.5, 0.0, 0.75, 0.0, 0.0, nan, nan, nan], recall [0.0, 0.5, nan, 0.25, 0.0, nan, nan, nan, nan]
2019-02-19T19:56:11.409156: step 506, loss 1.6835, accuracy 0.5, precision [0.5, nan, 0.0, 1.0, 0.0, 0.0, nan, 0.0, 0.0], recall [1.0, 0.0, nan, 0.5833333333333334, 0.0, nan, nan, nan, nan]
2019-02-19T19:56:11.555374: step 507, loss 1.65029, accuracy 0.4375, precision [0.0, 0.75, 0.0, 0.8, 0.0, 0.0, nan, 0.0, nan], recall [nan, 0.5, nan, 0.4, nan, nan, nan, nan, nan]
2019-02-19T19:56:11.707386: step 508, loss 1.59104, accuracy 0.5625, precision [1.0, 1.0, 0.0, 1.0, 0.0, nan, 0.0, 0.0, nan], recall [1.0, 1.0, nan, 0.36363636363636365, nan, nan, nan, nan, nan]
2019-02-19T19:56:11.857240: step 509, loss 1.6326, accuracy 0.3125, precision [0.0, 0.75, 0.0, 0.4, 0.0, nan, nan, 0.0, nan], recall [0.0, 0.6, nan, 0.2222222222222222, 0.0, nan, nan, nan, nan]
2019-02-19T19:56:12.010643: step 510, loss 1.75041, accuracy 0.3125, precision [0.5, 0.5, 0.0, 0.75, 0.0, 0.0, nan, nan, 0.0], recall [0.5, 0.5, nan, 0.2727272727272727, 0.0, nan, nan, nan, nan]
2019-02-19T19:56:12.158157: step 511, loss 2.26871, accuracy 0.125, precision [0.0, nan, 0.0, 0.6666666666666666, 0.0, 0.0, 0.0, 0.0, 0.0], recall [nan, 0.0, nan, 0.16666666666666666, 0.0, nan, nan, nan, nan]
2019-02-19T19:56:12.311793: step 512, loss 2.04505, accuracy 0.375, precision [1.0, 0.0, 0.0, 1.0, 0.0, 0.0, nan, nan, 0.0], recall [1.0, 0.0, nan, 0.35714285714285715, nan, nan, nan, nan, nan]
2019-02-19T19:56:12.458894: step 513, loss 2.04597, accuracy 0.3125, precision [0.0, nan, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0], recall [0.0, 0.0, nan, 0.4166666666666667, nan, nan, nan, 0.0, nan]
2019-02-19T19:56:12.612570: step 514, loss 1.96919, accuracy 0.25, precision [1.0, 0.5, 0.0, 0.3333333333333333, 0.5, 0.0, 0.0, 0.0, nan], recall [0.5, 1.0, nan, 0.1, 0.3333333333333333, nan, nan, nan, nan]
2019-02-19T19:56:12.762880: step 515, loss 1.75359, accuracy 0.4375, precision [0.3333333333333333, 1.0, 0.0, 1.0, 0.0, nan, 0.0, 0.0, nan], recall [1.0, 0.6666666666666666, nan, 0.36363636363636365, 0.0, nan, nan, nan, nan]
2019-02-19T19:56:12.919532: step 516, loss 1.77501, accuracy 0.3125, precision [nan, 0.5, 0.0, 0.6666666666666666, 0.0, 0.0, nan, 0.0, 0.0], recall [0.0, 0.3333333333333333, nan, 0.4, 0.0, nan, nan, nan, nan]
2019-02-19T19:56:13.069499: step 517, loss 1.68336, accuracy 0.5, precision [0.6666666666666666, 1.0, 0.0, 0.75, 0.0, nan, nan, 0.0, nan], recall [0.6666666666666666, 0.6, nan, 0.42857142857142855, 0.0, nan, nan, nan, nan]
2019-02-19T19:56:13.216973: step 518, loss 1.80535, accuracy 0.1875, precision [0.0, 0.0, 0.0, 0.6, 0.0, nan, nan, 0.0, nan], recall [nan, 0.0, nan, 0.3333333333333333, 0.0, nan, nan, 0.0, nan]
2019-02-19T19:56:13.364846: step 519, loss 1.70129, accuracy 0.4375, precision [0.5, 0.6666666666666666, nan, 0.75, 0.0, nan, 0.0, 0.0, nan], recall [1.0, 0.6666666666666666, nan, 0.3, 0.0, nan, nan, nan, nan]
2019-02-19T19:56:13.517565: step 520, loss 1.77433, accuracy 0.375, precision [1.0, 1.0, 0.5, 0.4, 0.0, nan, 0.0, 0.0, nan], recall [0.6666666666666666, 0.25, 1.0, 0.2857142857142857, 0.0, nan, nan, nan, nan]
2019-02-19T19:56:13.671945: step 521, loss 1.96571, accuracy 0.3125, precision [1.0, 0.5, nan, 0.5, 0.0, 0.0, 0.0, 0.0, nan], recall [0.3333333333333333, 0.4, nan, 0.25, nan, nan, nan, nan, nan]
2019-02-19T19:56:13.826400: step 522, loss 1.83147, accuracy 0.3125, precision [0.6666666666666666, 0.4, 0.0, 0.5, 0.0, nan, nan, 0.0, 0.0], recall [1.0, 0.5, nan, 0.16666666666666666, 0.0, nan, nan, 0.0, nan]
2019-02-19T19:56:13.983418: step 523, loss 1.96897, accuracy 0.3125, precision [0.0, 0.5, 0.0, 0.5, 0.5, nan, 0.0, 0.0, nan], recall [nan, 0.6666666666666666, nan, 0.1, 0.6666666666666666, nan, nan, nan, nan]
2019-02-19T19:56:14.131332: step 524, loss 1.57467, accuracy 0.4375, precision [nan, 0.75, 0.0, 0.6666666666666666, 0.0, nan, 0.0, 0.0, nan], recall [nan, 0.6, nan, 0.5, 0.0, nan, nan, 0.0, nan]
2019-02-19T19:56:14.286575: step 525, loss 1.77059, accuracy 0.4375, precision [1.0, 0.6666666666666666, 0.0, 1.0, 0.0, 0.0, nan, 0.0, 0.0], recall [1.0, 1.0, nan, 0.3076923076923077, nan, nan, nan, nan, nan]
2019-02-19T19:56:14.440807: step 526, loss 1.66316, accuracy 0.375, precision [nan, 0.0, nan, 0.7142857142857143, 0.25, nan, nan, 0.0, nan], recall [0.0, 0.0, nan, 0.625, 0.5, nan, nan, nan, nan]
2019-02-19T19:56:14.591078: step 527, loss 1.82624, accuracy 0.4375, precision [0.0, 0.0, 0.0, 1.0, 0.0, nan, 0.0, nan, 0.0], recall [nan, nan, nan, 0.4375, nan, nan, nan, nan, nan]
2019-02-19T19:56:14.747053: step 528, loss 1.96695, accuracy 0.3125, precision [1.0, 0.5, 0.0, 0.6, 0.0, 0.0, 0.0, 0.0, nan], recall [1.0, 0.2, nan, 0.3333333333333333, 0.0, nan, nan, nan, nan]
2019-02-19T19:56:14.894575: step 529, loss 1.74011, accuracy 0.375, precision [0.0, 0.0, nan, 1.0, 0.0, nan, nan, 0.0, nan], recall [nan, 0.0, nan, 0.46153846153846156, nan, nan, nan, nan, nan]
2019-02-19T19:56:15.044671: step 530, loss 1.81789, accuracy 0.375, precision [0.0, 0.0, 0.0, 0.8571428571428571, 0.0, nan, nan, nan, nan], recall [0.0, 0.0, nan, 0.5, 0.0, nan, nan, nan, nan]
2019-02-19T19:56:15.197624: step 531, loss 1.79644, accuracy 0.5, precision [0.0, 0.0, 0.0, 1.0, 0.0, nan, 0.0, nan, nan], recall [nan, 0.0, nan, 0.5333333333333333, nan, nan, nan, nan, nan]
2019-02-19T19:56:15.349913: step 532, loss 1.90904, accuracy 0.3125, precision [0.0, 1.0, 0.0, 0.6666666666666666, 0.0, nan, nan, 0.0, nan], recall [0.0, 0.25, nan, 0.4444444444444444, 0.0, nan, nan, nan, nan]
2019-02-19T19:56:15.502904: step 533, loss 1.95047, accuracy 0.375, precision [0.0, 0.2, 0.0, 1.0, nan, nan, 0.0, 0.0, nan], recall [0.0, 0.5, nan, 0.38461538461538464, nan, nan, nan, nan, nan]
2019-02-19T19:56:15.655930: step 534, loss 1.81409, accuracy 0.375, precision [0.3333333333333333, 0.0, 0.0, 1.0, 0.0, nan, nan, 0.0, 0.0], recall [1.0, nan, nan, 0.3333333333333333, nan, nan, nan, nan, nan]
2019-02-19T19:56:15.807835: step 535, loss 1.46468, accuracy 0.5, precision [0.5, nan, 0.0, 1.0, 0.16666666666666666, 0.0, nan, nan, nan], recall [1.0, 0.0, nan, 0.5, 1.0, nan, nan, 0.0, nan]
2019-02-19T19:56:15.964559: step 536, loss 1.82062, accuracy 0.375, precision [nan, 0.3333333333333333, 0.0, 0.8333333333333334, nan, nan, 0.0, 0.0, nan], recall [nan, 0.5, nan, 0.38461538461538464, 0.0, nan, nan, nan, nan]
2019-02-19T19:56:16.117284: step 537, loss 2.34733, accuracy 0.25, precision [0.0, 0.0, 0.0, 1.0, 0.0, 0.0, nan, 0.0, 0.0], recall [nan, nan, nan, 0.25, nan, nan, nan, nan, nan]
2019-02-19T19:56:16.269431: step 538, loss 1.90092, accuracy 0.25, precision [nan, 0.0, 0.0, 1.0, 0.0, 0.0, nan, 0.0, nan], recall [0.0, nan, nan, 0.26666666666666666, nan, nan, nan, nan, nan]
2019-02-19T19:56:16.414043: step 539, loss 1.9758, accuracy 0.4375, precision [0.0, 0.0, 0.0, 1.0, 0.0, nan, nan, 0.0, 0.0], recall [nan, nan, nan, 0.4375, nan, nan, nan, nan, nan]
2019-02-19T19:56:16.564703: step 540, loss 1.57084, accuracy 0.4375, precision [0.0, 0.0, 0.0, 0.875, 0.0, 0.0, nan, 0.0, nan], recall [nan, nan, nan, 0.4666666666666667, 0.0, nan, nan, nan, nan]
2019-02-19T19:56:16.715338: step 541, loss 2.12964, accuracy 0.25, precision [0.0, 0.0, 0.0, 1.0, 0.25, nan, 0.0, 0.0, nan], recall [nan, nan, nan, 0.21428571428571427, 1.0, nan, nan, 0.0, nan]
2019-02-19T19:56:16.871639: step 542, loss 2.26654, accuracy 0.25, precision [1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, nan], recall [1.0, nan, nan, 0.2, nan, nan, nan, nan, nan]
2019-02-19T19:56:17.021618: step 543, loss 1.56181, accuracy 0.4375, precision [0.0, 0.0, 0.0, 1.0, 0.3333333333333333, 0.0, nan, 0.0, nan], recall [nan, nan, nan, 0.4, 1.0, nan, nan, nan, nan]
2019-02-19T19:56:17.177611: step 544, loss 2.05478, accuracy 0.25, precision [0.0, 0.3333333333333333, 0.0, 1.0, 0.0, 0.0, nan, 0.0, nan], recall [nan, 0.3333333333333333, nan, 0.25, nan, nan, nan, 0.0, nan]
2019-02-19T19:56:17.326064: step 545, loss 1.8462, accuracy 0.3125, precision [nan, 0.0, 0.0, 1.0, 0.25, nan, nan, 0.0, 0.0], recall [0.0, 0.0, nan, 0.3076923076923077, 1.0, nan, nan, nan, nan]
2019-02-19T19:56:17.479507: step 546, loss 1.43721, accuracy 0.625, precision [0.3333333333333333, 0.6666666666666666, nan, 1.0, 0.0, nan, nan, nan, nan], recall [1.0, 0.6666666666666666, nan, 0.5833333333333334, nan, nan, nan, nan, nan]
2019-02-19T19:56:17.629919: step 547, loss 1.98339, accuracy 0.1875, precision [0.0, 0.0, nan, 1.0, 0.5, nan, nan, 0.0, nan], recall [nan, nan, nan, 0.15384615384615385, 0.3333333333333333, nan, nan, nan, nan]
2019-02-19T19:56:17.777212: step 548, loss 2.20539, accuracy 0.25, precision [0.0, 0.0, 0.0, 0.8, nan, nan, 0.0, 0.0, 0.0], recall [0.0, 0.0, nan, 0.4, 0.0, nan, nan, nan, nan]
2019-02-19T19:56:17.926957: step 549, loss 1.59499, accuracy 0.4375, precision [1.0, 0.5, 0.0, 1.0, 0.0, nan, nan, 0.0, nan], recall [1.0, 0.5, nan, 0.5, 0.0, nan, nan, nan, nan]
2019-02-19T19:56:18.073752: step 550, loss 1.74847, accuracy 0.3125, precision [nan, 0.0, 0.0, 0.7142857142857143, 0.0, 0.0, nan, nan, 0.0], recall [nan, 0.0, nan, 0.38461538461538464, 0.0, nan, nan, 0.0, nan]
2019-02-19T19:56:18.222032: step 551, loss 1.7441, accuracy 0.3125, precision [0.0, nan, 0.0, 0.8333333333333334, 0.0, 0.0, nan, 0.0, nan], recall [nan, nan, nan, 0.3333333333333333, nan, nan, nan, 0.0, nan]
2019-02-19T19:56:18.366593: step 552, loss 1.76876, accuracy 0.25, precision [0.0, 0.0, nan, 0.8, 0.0, nan, 0.0, 0.0, nan], recall [0.0, 0.0, nan, 0.3076923076923077, 0.0, nan, nan, nan, nan]
2019-02-19T19:56:18.521339: step 553, loss 1.78373, accuracy 0.375, precision [1.0, nan, 0.0, 0.5, 0.6666666666666666, nan, nan, 0.25, 0.0], recall [1.0, 0.0, nan, 0.25, 0.4, nan, nan, 1.0, nan]
2019-02-19T19:56:18.676526: step 554, loss 1.5085, accuracy 0.5, precision [0.0, 0.25, nan, 0.6666666666666666, 0.7142857142857143, nan, nan, 0.0, nan], recall [0.0, 0.5, nan, 0.4, 0.7142857142857143, nan, nan, 0.0, nan]
2019-02-19T19:56:18.826224: step 555, loss 2.08434, accuracy 0.1875, precision [1.0, 0.0, 0.0, 0.25, 0.5, 0.0, 0.0, 0.0, nan], recall [1.0, 0.0, nan, 0.16666666666666666, 0.2, nan, nan, 0.0, nan]
2019-02-19T19:56:18.977531: step 556, loss 1.97506, accuracy 0.375, precision [0.0, nan, 0.5, 0.75, 0.5, 0.0, 0.0, 0.0, nan], recall [0.0, 0.0, 1.0, 0.375, 1.0, nan, nan, nan, nan]
2019-02-19T19:56:19.126086: step 557, loss 2.08109, accuracy 0.25, precision [0.3333333333333333, nan, 0.0, 0.5, 0.0, nan, nan, 0.0, 0.0], recall [1.0, nan, nan, 0.42857142857142855, 0.0, nan, nan, 0.0, nan]
2019-02-19T19:56:19.270780: step 558, loss 1.84744, accuracy 0.375, precision [nan, 0.0, 0.0, 0.5, 0.8, nan, 0.0, 0.0, nan], recall [0.0, nan, nan, 0.2857142857142857, 0.5, nan, nan, nan, nan]
2019-02-19T19:56:19.422454: step 559, loss 1.89909, accuracy 0.125, precision [0.0, 0.0, 0.0, 0.25, 0.0, 0.0, nan, 0.0, nan], recall [0.0, nan, nan, 0.4, 0.0, nan, nan, 0.0, nan]
2019-02-19T19:56:19.569447: step 560, loss 2.24758, accuracy 0.25, precision [nan, 0.6666666666666666, nan, 0.5, 0.0, 0.0, 0.0, 0.2, 0.0], recall [nan, 0.6666666666666666, nan, 0.125, 0.0, nan, nan, 0.3333333333333333, nan]
2019-02-19T19:56:19.720555: step 561, loss 1.70618, accuracy 0.5625, precision [0.0, 0.5, 0.0, 0.8571428571428571, 1.0, nan, 0.0, 1.0, nan], recall [0.0, 0.5, nan, 0.6666666666666666, 0.3333333333333333, nan, nan, 1.0, nan]
2019-02-19T19:56:19.869151: step 562, loss 1.97, accuracy 0.1875, precision [0.5, 0.0, nan, 0.2, 1.0, 0.0, 0.0, 0.0, nan], recall [0.25, nan, nan, 0.2, 0.14285714285714285, nan, nan, nan, nan]
2019-02-19T19:56:20.019985: step 563, loss 1.81947, accuracy 0.25, precision [nan, nan, 0.0, 0.4, 0.3333333333333333, 0.0, nan, 0.5, nan], recall [nan, 0.0, nan, 0.2222222222222222, 0.2, nan, nan, 1.0, nan]
2019-02-19T19:56:20.169163: step 564, loss 1.92904, accuracy 0.375, precision [0.0, 0.0, 0.0, 0.75, 1.0, 0.0, nan, 0.0, 0.0], recall [nan, nan, nan, 0.2727272727272727, 0.75, nan, nan, 0.0, nan]
2019-02-19T19:56:20.319639: step 565, loss 1.99516, accuracy 0.375, precision [0.0, 0.0, nan, 0.8571428571428571, 0.0, 0.0, 0.0, 0.0, 0.0], recall [nan, nan, nan, 0.42857142857142855, 0.0, nan, nan, nan, nan]
2019-02-19T19:56:20.472136: step 566, loss 1.83046, accuracy 0.4375, precision [nan, 1.0, 0.0, 0.6666666666666666, nan, 0.0, nan, 0.25, 0.0], recall [0.0, 0.5, nan, 0.5, 0.0, nan, nan, 1.0, nan]
2019-02-19T19:56:20.620208: step 567, loss 1.84314, accuracy 0.3125, precision [0.0, 0.25, nan, 0.75, 0.3333333333333333, nan, 0.0, 0.0, nan], recall [0.0, 0.3333333333333333, nan, 0.375, 0.5, nan, nan, 0.0, nan]
2019-02-19T19:56:20.774682: step 568, loss 2.37958, accuracy 0.1875, precision [0.0, 0.0, 0.0, 0.5, 0.25, 0.0, 0.0, 1.0, 0.0], recall [nan, 0.0, nan, 0.1, 0.25, nan, nan, 1.0, nan]
2019-02-19T19:56:20.926543: step 569, loss 2.25274, accuracy 0.3125, precision [0.0, 0.2, nan, 1.0, nan, 0.0, 0.0, 0.0, nan], recall [0.0, 1.0, nan, 0.3333333333333333, 0.0, nan, nan, nan, nan]
